No,Date,PlayerName,WinLose,1st2nd,Opponent,Game
1,20200403,羽生善治,Win,先,稲葉陽,第33期竜王戦 １組 ランキング戦 準決勝
2,20200408,羽生善治,Win,先,稲葉陽,第61期王位戦 白組 3回戦
3,20200721,羽生善治,,,,第28期銀河戦 Ｃブロック 11回戦
4,,羽生善治,,,佐藤和俊,第33期竜王戦 １組 ランキング戦 決勝
5,,羽生善治,,先,菅井竜也,第61期王位戦 白組 5回戦
6,,羽生善治,,,,第68期王座戦 本戦
7,,羽生善治,,,,第70期王将戦 挑戦者決定リーグ戦
8,,羽生善治,,,,第70回NHK杯戦 本戦 2回戦
