No,Date,PlayerName,WinLose,1st2nd,Opponent,Game
31,20190930,藤井聡太,Win,先,三浦弘行,第69期王将戦 挑戦者決定リーグ戦 1回戦
32,20191007,藤井聡太,Lose,後,豊島将之,第69期王将戦 挑戦者決定リーグ戦 2回戦
33,20191015,藤井聡太,Win,先,宮本広志,第78期順位戦 Ｃ級１組 5回戦
34,20191018,藤井聡太,Win,後,糸谷哲郎,第69期王将戦 挑戦者決定リーグ戦 6回戦
35,20191021,藤井聡太,Win,後,羽生善治,第69期王将戦 挑戦者決定リーグ戦 5回戦
36,20191028,藤井聡太,Win,後,西川和宏,第61期王位戦 予選 3回戦
37,20191105,藤井聡太,Win,先,青嶋未来,第78期順位戦 Ｃ級１組 6回戦
38,20191108,藤井聡太,Win,先,阿部隆,第91期棋聖戦 二次予選 1回戦
39,20191114,藤井聡太,Win,先,久保利明,第69期王将戦 挑戦者決定リーグ戦 3回戦
40,20191119,藤井聡太,Lose,先,広瀬章人,第69期王将戦 挑戦者決定リーグ戦 7回戦
41,20191203,藤井聡太,Win,後,船江恒平,第78期順位戦 Ｃ級１組 7回戦
42,20191210,藤井聡太,Win,後,北浜健介,第91期棋聖戦 二次予選 2回戦
43,20191217,藤井聡太,Win,先,出口若武,第61期王位戦 予選 4回戦
44,20191227,藤井聡太,Win,先,斎藤慎太郎,第61期王位戦 予選 決勝
45,20200107,藤井聡太,Win,先,出口若武,第28期銀河戦 Ｃブロック 6回戦
46,20200107,藤井聡太,Win,後,中村修,第28期銀河戦 Ｃブロック 7回戦
47,20200116,藤井聡太,Win,先,小林裕士,第78期順位戦 Ｃ級１組 8回戦
48,20200119,藤井聡太,Win,後,菅井竜也,第13回朝日杯 本戦 1回戦
49,20200119,藤井聡太,Win,先,斎藤慎太郎,第13回朝日杯 本戦 2回戦
50,20200124,藤井聡太,Win,後,畠山鎮,第33期竜王戦 ３組 ランキング戦 1回戦
51,20200128,藤井聡太,Win,先,澤田真吾,第91期棋聖戦 二次予選 決勝
52,20200131,藤井聡太,Win,先,今泉健司,第46期棋王戦 予選 2回戦
53,20200204,藤井聡太,Win,先,髙野秀行,第78期順位戦 Ｃ級１組 9回戦
54,20200211,藤井聡太,Lose,後,千田翔太,第13回朝日杯 本戦 準決勝
55,20200218,藤井聡太,Win,先,羽生善治,第61期王位戦 白組 1回戦
56,20200229,藤井聡太,Win,先,斎藤慎太郎,第91期棋聖戦 本戦 1回戦
57,20200303,藤井聡太,Win,後,真田圭一,第78期順位戦 Ｃ級１組 10回戦
58,20200306,藤井聡太,,,森内俊之,第28期銀河戦 Ｃブロック 8回戦
59,20200309,藤井聡太,Lose,後,出口若武,第46期棋王戦 予選 3回戦
60,20200312,藤井聡太,Win,先,高橋道雄,第33期竜王戦 ３組 ランキング戦 2回戦
61,20200316,藤井聡太,Win,後,阿部隆,第68期王座戦 二次予選 2回戦
62,20200320,藤井聡太,Win,後,上村亘,第61期王位戦 白組 2回戦
63,20200324,藤井聡太,Win,先,稲葉陽,第61期王位戦 白組 4回戦
64,20200331,藤井聡太,Win,後,菅井竜也,第91期棋聖戦 本戦 2回戦
